,movie_id,title,genres,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
96,movie_98,Shopping (1994),Action|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
97,movie_99,Heidi Fleiss: Hollywood Madam (1995),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
98,movie_100,City Hall (1996),Drama|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
99,movie_101,Bottle Rocket (1996),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,movie_102,Mr. Wrong (1996),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101,movie_103,Unforgettable (1996),Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102,movie_104,Happy Gilmore (1996),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,movie_105,"Bridges of Madison County, The (1995)",Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
104,movie_106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
105,movie_107,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
106,movie_108,Catwalk (1995),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107,movie_109,Headless Body in Topless Bar (1995),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
108,movie_110,Braveheart (1995),Action|Drama|War,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
109,movie_111,Taxi Driver (1976),Drama|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
110,movie_112,Rumble in the Bronx (1995),Action|Adventure|Crime,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,movie_113,Before and After (1996),Drama|Mystery,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
112,movie_114,Margaret's Museum (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
113,movie_115,Happiness Is in the Field (1995),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
114,movie_116,Anne Frank Remembered (1995),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
115,movie_117,"Young Poisoner's Handbook, The (1995)",Crime,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,movie_118,If Lucy Fell (1996),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
117,movie_119,"Steal Big, Steal Little (1995)",Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,movie_120,Race the Sun (1996),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
119,movie_121,"Boys of St. Vincent, The (1993)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
120,movie_122,Boomerang (1992),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
121,movie_123,Chungking Express (1994),Drama|Mystery|Romance,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
122,movie_124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,movie_125,Flirting With Disaster (1996),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124,movie_126,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125,movie_127,"Silence of the Palace, The (Saimt el Qusur) (1994)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
126,movie_128,Jupiter's Wife (1994),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127,movie_129,Pie in the Sky (1995),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
128,movie_130,Angela (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
129,movie_131,Frankie Starlight (1995),Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
130,movie_132,Jade (1995),Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
131,movie_133,Nueba Yol (1995),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
132,movie_134,Sonic Outlaws (1995),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
133,movie_135,Down Periscope (1996),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
134,movie_136,From the Journals of Jean Seberg (1995),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
135,movie_137,Man of the Year (1995),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
136,movie_138,"Neon Bible, The (1995)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
137,movie_139,Target (1995),Action|Drama,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
138,movie_140,Up Close and Personal (1996),Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
139,movie_141,"Birdcage, The (1996)",Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140,movie_142,Shadows (Cienie) (1988),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
141,movie_143,Gospa (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
142,movie_144,"Brothers McMullen, The (1995)",Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
143,movie_145,Bad Boys (1995),Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,movie_146,"Amazing Panda Adventure, The (1995)",Adventure|Children's,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,movie_147,"Basketball Diaries, The (1995)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
146,movie_148,"Awfully Big Adventure, An (1995)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
147,movie_149,Amateur (1994),Crime|Drama|Thriller,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
148,movie_150,Apollo 13 (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
149,movie_151,Rob Roy (1995),Drama|Romance|War,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
150,movie_152,"Addiction, The (1995)",Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
151,movie_153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
152,movie_154,Belle de jour (1967),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
153,movie_155,Beyond Rangoon (1995),Drama|War,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
154,movie_156,Blue in the Face (1995),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
155,movie_157,Canadian Bacon (1994),Comedy|War,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
156,movie_158,Casper (1995),Adventure|Children's,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,movie_159,Clockers (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
158,movie_160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
159,movie_161,Crimson Tide (1995),Drama|Thriller|War,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
160,movie_162,Crumb (1994),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
161,movie_163,Desperado (1995),Action|Romance|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
162,movie_164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
163,movie_165,Die Hard: With a Vengeance (1995),Action|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
164,movie_166,"Doom Generation, The (1995)",Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
165,movie_167,Feast of July (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
166,movie_168,First Knight (1995),Action|Adventure|Drama|Romance,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
167,movie_169,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
168,movie_170,Hackers (1995),Action|Crime|Thriller,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
169,movie_171,Jeffrey (1995),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
170,movie_172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
171,movie_173,Judge Dredd (1995),Action|Adventure|Sci-Fi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
172,movie_174,Jury Duty (1995),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
173,movie_175,Kids (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174,movie_176,Living in Oblivion (1995),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
175,movie_177,Lord of Illusions (1995),Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
176,movie_178,Love & Human Remains (1993),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177,movie_179,Mad Love (1995),Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
178,movie_180,Mallrats (1995),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,movie_181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children's,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,movie_182,Moonlight and Valentino (1995),Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
181,movie_183,Mute Witness (1994),Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
182,movie_184,Nadja (1994),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
183,movie_185,"Net, The (1995)",Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
184,movie_186,Nine Months (1995),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
185,movie_187,Party Girl (1995),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
186,movie_188,"Prophecy, The (1995)",Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
187,movie_189,Reckless (1995),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
188,movie_190,Safe (1995),Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
189,movie_191,"Scarlet Letter, The (1995)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
190,movie_192,"Show, The (1995)",Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
191,movie_193,Showgirls (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
192,movie_194,Smoke (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193,movie_195,Something to Talk About (1995),Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
194,movie_196,Species (1995),Horror|Sci-Fi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
195,movie_197,"Stars Fell on Henrietta, The (1995)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
196,movie_198,Strange Days (1995),Action|Crime|Sci-Fi,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
197,movie_199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
198,movie_200,"Tie That Binds, The (1995)",Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
199,movie_201,Three Wishes (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200,movie_202,Total Eclipse (1995),Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
201,movie_203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202,movie_204,Under Siege 2: Dark Territory (1995),Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,movie_205,Unstrung Heroes (1995),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
204,movie_206,Unzipped (1995),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
205,movie_207,"Walk in the Clouds, A (1995)",Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
206,movie_208,Waterworld (1995),Action|Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,movie_209,White Man's Burden (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
208,movie_210,Wild Bill (1995),Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209,movie_211,"Browning Version, The (1994)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
210,movie_212,Bushwhacked (1995),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
211,movie_213,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
212,movie_214,Before the Rain (Pred dozhdot) (1994),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
213,movie_215,Before Sunrise (1995),Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
214,movie_216,Billy Madison (1995),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
215,movie_217,"Babysitter, The (1995)",Drama|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
216,movie_218,Boys on the Side (1995),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
217,movie_219,"Cure, The (1995)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
218,movie_220,Castle Freak (1995),Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
